,movie_title,release_date,genre,avg_rating,prod_budget,domestic_gross,global_gross,release_month,ROI,global_gross_millions,prod_budget_millions,budget_category,rating_category,roi_category
3481,Gifted,2017-04-07,drama,7.6,7000000,24801212,36964656,Apr,4.280665142857143,36.96,7.0,Low Budget,High Rating,High ROI
18,The Fate of the Furious,2017-04-07,action,6.6,250000000,225764765,1236703796,Apr,3.946815184,1236.7,250.0,High Budget,Moderate Rating,High ROI
3929,The Case for Christ,2017-04-07,biography,6.2,3000000,14678714,17966760,Apr,4.98892,17.97,3.0,Low Budget,Moderate Rating,High ROI
477,The Promise,2017-04-21,drama,5.9,90000000,8224288,10551417,Apr,-0.8827620333333334,10.55,90.0,High Budget,Low Rating,Low ROI
3643,Berlin Syndrome,2017-04-21,drama,6.3,5500000,28660,788191,Apr,-0.8566925454545454,0.79,5.5,Low Budget,Moderate Rating,Low ROI
476,The Promise,2017-04-21,comedy,8.8,90000000,8224288,10551417,Apr,-0.8827620333333334,10.55,90.0,High Budget,High Rating,Low ROI
3990,Phoenix Forgotten,2017-04-21,horror,5.3,2800000,3600146,3697729,Apr,0.3206175,3.7,2.8,Low Budget,Low Rating,Moderate ROI
3169,How to Be a Latin Lover,2017-04-28,comedy,6.0,10000000,32149404,62556228,Apr,5.2556228,62.56,10.0,Low Budget,Low Rating,High ROI
1824,Baahubali 2: The Conclusion,2017-04-28,action,8.2,30000000,18985794,263502914,Apr,7.783430466666666,263.5,30.0,Moderate Budget,High Rating,High ROI
2569,The Circle,2017-04-28,drama,5.3,18000000,20497844,40651864,Apr,1.2584368888888888,40.65,18.0,Moderate Budget,Low Rating,Moderate ROI
2568,The Circle,2017-04-28,drama,4.8,18000000,20497844,40651864,Apr,1.2584368888888888,40.65,18.0,Moderate Budget,Low Rating,Moderate ROI
412,Alien: Covenant,2017-05-04,horror,6.4,97000000,74262031,238521247,May,1.4589819278350515,238.52,97.0,High Budget,Moderate Rating,Moderate ROI
125,King Arthur: Legend of the Sword,2017-05-11,action,6.7,175000000,39175066,139630336,May,-0.2021123657142857,139.63,175.0,High Budget,Moderate Rating,Low ROI
3968,The Wall,2017-05-12,action,6.2,3000000,1803064,4495262,May,0.4984206666666667,4.5,3.0,Low Budget,Moderate Rating,Moderate ROI
1280,Snatched,2017-05-12,action,4.6,42000000,45852178,60129558,May,0.4316561428571429,60.13,42.0,High Budget,Low Rating,Moderate ROI
2236,Diary of a Wimpy Kid: The Long Haul,2017-05-19,adventure,4.3,22000000,20738724,35609577,May,0.6186171363636364,35.61,22.0,Moderate Budget,Low Rating,Moderate ROI
3164,"Everything, Everything",2017-05-19,drama,6.3,10000000,34121140,61603136,May,5.1603136,61.6,10.0,Low Budget,Moderate Rating,High ROI
23,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,action,6.5,230000000,172558876,794861794,May,2.455920843478261,794.86,230.0,High Budget,Moderate Rating,High ROI
858,Baywatch,2017-05-25,action,5.5,60000000,58060186,175863783,May,1.93106305,175.86,60.0,High Budget,Low Rating,Moderate ROI
3645,47 Meters Down,2017-05-26,adventure,5.6,5300000,44307193,62633705,May,10.817680188679246,62.63,5.3,Low Budget,Low Rating,High ROI
170,Wonder Woman,2017-05-29,action,7.4,150000000,412563408,817691766,May,4.45127844,817.69,150.0,High Budget,High Rating,High ROI
1465,Captain Underpants: The First Epic Movie,2017-06-02,action,6.2,38000000,73921000,126422949,Jun,2.3269197105263157,126.42,38.0,Moderate Budget,Moderate Rating,High ROI
78,The Mummy,2017-06-02,action,5.4,195000000,80101125,409953905,Jun,1.1023277179487179,409.95,195.0,High Budget,Low Rating,Moderate ROI
3696,It Comes at Night,2017-06-09,drama,6.2,5000000,13985117,19720203,Jun,2.9440406,19.72,5.0,Low Budget,Moderate Rating,High ROI
614,Despicable Me 3,2017-06-14,adventure,6.2,75000000,264624300,1032809657,Jun,12.770795426666666,1032.81,75.0,High Budget,Moderate Rating,High ROI
2387,Rough Night,2017-06-14,comedy,5.2,20000000,22105643,46844357,Jun,1.34221785,46.84,20.0,Moderate Budget,Low Rating,Moderate ROI
118,Cars 3,2017-06-16,adventure,6.7,175000000,152901115,383541369,Jun,1.1916649657142857,383.54,175.0,High Budget,Moderate Rating,Moderate ROI
3096,Wind River,2017-06-16,crime,7.7,11000000,33800859,44984979,Jun,3.0895435454545455,44.98,11.0,Low Budget,High Rating,High ROI
31,Transformers: The Last Knight,2017-06-20,action,5.2,217000000,130168683,602893340,Jun,1.7783103225806451,602.89,217.0,High Budget,Low Rating,Moderate ROI
3226,The Beguiled,2017-06-23,drama,6.3,10000000,10576669,28039038,Jun,1.8039038,28.04,10.0,Low Budget,Moderate Rating,Moderate ROI
3663,The Big Sick,2017-06-23,comedy,7.5,5000000,42872467,56868677,Jun,10.3737354,56.87,5.0,Low Budget,High Rating,High ROI
1645,Baby Driver,2017-06-28,action,7.6,34000000,107825862,226977991,Jun,5.675823264705882,226.98,34.0,Moderate Budget,High Rating,High ROI
1403,The House,2017-06-30,comedy,5.6,40000000,25584504,31192425,Jun,-0.220189375,31.19,40.0,Moderate Budget,Low Rating,Low ROI
112,Spider-Man: Homecoming,2017-07-05,action,7.4,175000000,334201140,878271291,Jul,4.018693091428571,878.27,175.0,High Budget,High Rating,High ROI
4370,A Ghost Story,2017-07-07,drama,6.8,100000,1594798,2769782,Jul,26.69782,2.77,0.1,Low Budget,Moderate Rating,High ROI
3637,Loving Vincent,2017-07-12,animation,7.8,5500000,6735118,44071758,Jul,7.013046909090909,44.07,5.5,Low Budget,High Rating,High ROI
3042,Wish Upon,2017-07-14,drama,5.0,12000000,14301505,23477345,Jul,0.9564454166666667,23.48,12.0,Low Budget,Low Rating,Moderate ROI
166,War for the Planet of the Apes,2017-07-14,action,7.4,152000000,146880162,489592267,Jul,2.2210017565789473,489.59,152.0,High Budget,High Rating,High ROI
183,Dunkirk,2017-07-18,action,7.8,150000000,190068280,518058826,Jul,2.453725506666667,518.06,150.0,High Budget,High Rating,High ROI
104,Valerian and the City of a Thousand Planets,2017-07-20,action,6.4,180000000,40479370,215098356,Jul,0.19499086666666668,215.1,180.0,High Budget,Moderate Rating,Moderate ROI
1898,Girls Trip,2017-07-20,adventure,6.2,28000000,115108515,140886353,Jul,4.0316554642857145,140.89,28.0,Moderate Budget,Moderate Rating,High ROI
1050,The Emoji Movie,2017-07-26,adventure,3.4,50000000,86089513,216564839,Jul,3.33129678,216.56,50.0,High Budget,Low Rating,High ROI
1762,Atomic Blonde,2017-07-27,action,6.7,30000000,51573925,98345423,Jul,2.2781807666666665,98.35,30.0,Moderate Budget,Moderate Rating,High ROI
1421,Detroit,2017-07-28,crime,7.3,40000000,16790139,26033563,Jul,-0.349160925,26.03,40.0,Moderate Budget,High Rating,Low ROI
2722,Annabelle: Creation,2017-08-02,horror,6.5,15000000,102092201,305384865,Aug,19.358991,305.38,15.0,Low Budget,Moderate Rating,High ROI
751,The Dark Tower,2017-08-02,action,5.6,66000000,50701325,113461527,Aug,0.7191140454545455,113.46,66.0,High Budget,Low Rating,Moderate ROI
4253,Columbus,2017-08-04,drama,7.2,700000,1017107,1110511,Aug,0.5864442857142858,1.11,0.7,Low Budget,High Rating,Moderate ROI
2273,Kidnap,2017-08-04,action,5.9,21000000,30718107,34836080,Aug,0.6588609523809524,34.84,21.0,Moderate Budget,Low Rating,Moderate ROI
1397,The Nut Job 2: Nutty by Nature,2017-08-11,adventure,5.5,40000000,28370522,57424952,Aug,0.4356238,57.42,40.0,Moderate Budget,Low Rating,Moderate ROI
1882,Logan Lucky,2017-08-18,action,7.0,29000000,27778642,49046121,Aug,0.6912455517241379,49.05,29.0,Moderate Budget,High Rating,Moderate ROI
4204,Patti Cake$,2017-08-18,drama,6.8,1000000,800148,1471090,Aug,0.47109,1.47,1.0,Low Budget,Moderate Rating,Moderate ROI
4055,All Saints,2017-08-23,drama,6.2,2000000,5802208,5946780,Aug,1.97339,5.95,2.0,Low Budget,Moderate Rating,Moderate ROI
1069,American Made,2017-08-23,action,7.1,50000000,51342000,135569212,Aug,1.71138424,135.57,50.0,High Budget,High Rating,Moderate ROI
2137,Tulip Fever,2017-08-25,drama,6.2,25000000,2455635,6792768,Aug,-0.72828928,6.79,25.0,Moderate Budget,Moderate Rating,Low ROI
1523,It,2017-08-31,horror,7.3,35000000,328828874,701012746,Aug,19.0289356,701.01,35.0,Moderate Budget,High Rating,High ROI
2774,Home Again,2017-09-08,comedy,5.8,15000000,27020284,37336874,Sep,1.4891249333333334,37.34,15.0,Low Budget,Low Rating,Moderate ROI
807,American Assassin,2017-09-14,action,6.2,63000000,36249674,68310140,Sep,0.0842879365079365,68.31,63.0,High Budget,Moderate Rating,Low ROI
703,The Lego Ninjago Movie,2017-09-15,action,6.0,70000000,59281555,122737201,Sep,0.7533885857142857,122.74,70.0,High Budget,Low Rating,Moderate ROI
351,Kingsman: The Golden Circle,2017-09-19,action,6.7,104000000,100234838,408803696,Sep,2.930804769230769,408.8,104.0,High Budget,Moderate Rating,High ROI
1860,Stronger,2017-09-22,drama,7.3,30000000,4211129,8786287,Sep,-0.7071237666666667,8.79,30.0,Moderate Budget,High Rating,Low ROI
1859,Stronger,2017-09-22,biography,6.9,30000000,4211129,8786287,Sep,-0.7071237666666667,8.79,30.0,Moderate Budget,High Rating,Low ROI
2107,Battle of the Sexes,2017-09-22,biography,6.7,25000000,12638526,18445379,Sep,-0.26218484,18.45,25.0,Moderate Budget,Moderate Rating,Low ROI
2407,Flatliners,2017-09-27,drama,5.2,20000000,16883115,45173738,Sep,1.2586869,45.17,20.0,Moderate Budget,Low Rating,Moderate ROI
94,Blade Runner 2049,2017-09-29,action,8.0,185000000,92054159,258829058,Sep,0.3990759891891892,258.83,185.0,High Budget,High Rating,Moderate ROI
1576,The Foreigner,2017-09-29,action,7.0,35000000,34393507,145374099,Sep,3.1535456857142856,145.37,35.0,Moderate Budget,High Rating,High ROI
3534,My Little Pony: The Movie,2017-10-05,adventure,6.0,6500000,21885107,61294644,Oct,8.429945230769231,61.29,6.5,Low Budget,Low Rating,High ROI
4054,The Florida Project,2017-10-06,drama,7.6,2000000,5904366,11275645,Oct,4.6378225,11.28,2.0,Low Budget,High Rating,High ROI
1634,The Snowman,2017-10-11,crime,5.1,35000000,6670765,43164679,Oct,0.23327654285714286,43.16,35.0,Moderate Budget,Low Rating,Moderate ROI
3659,Happy Death Day,2017-10-11,comedy,6.6,5000000,55683845,125010260,Oct,24.002052,125.01,5.0,Low Budget,Moderate Rating,High ROI
3051,Marshall,2017-10-13,biography,7.3,12000000,10051659,10116816,Oct,-0.156932,10.12,12.0,Low Budget,High Rating,Low ROI
398,Geostorm,2017-10-13,action,5.3,100000000,33700160,220796009,Oct,1.20796009,220.8,100.0,High Budget,Low Rating,Moderate ROI
3844,Sweet Country,2017-10-13,adventure,6.9,4000000,85556,2291545,Oct,-0.42711375,2.29,4.0,Low Budget,High Rating,Low ROI
2297,Wonder,2017-10-17,drama,7.9,20000000,132422809,310884320,Oct,14.544216,310.88,20.0,Moderate Budget,High Rating,High ROI
3538,Same Kind of Different as Me,2017-10-20,biography,6.6,6500000,6423605,6468664,Oct,-0.004820923076923077,6.47,6.5,Low Budget,Moderate Rating,Low ROI
1481,Only the Brave,2017-10-20,action,7.6,38000000,18340051,24555177,Oct,-0.3538111315789474,24.56,38.0,Moderate Budget,High Rating,Low ROI
98,Thor: Ragnarok,2017-10-25,action,7.9,180000000,315058289,850482778,Oct,3.7249043222222222,850.48,180.0,High Budget,High Rating,High ROI
3872,Call Me by Your Name,2017-10-27,drama,7.8,3500000,18065180,41649462,Oct,10.899846285714286,41.65,3.5,Low Budget,High Rating,High ROI
3947,Let There Be Light,2017-10-27,documentary,6.6,3000000,7233471,7241309,Oct,1.4137696666666666,7.24,3.0,Low Budget,Moderate Rating,Moderate ROI
3946,Let There Be Light,2017-10-27,drama,4.4,3000000,7233471,7241309,Oct,1.4137696666666666,7.24,3.0,Low Budget,Low Rating,Moderate ROI
2444,Thank You for Your Service,2017-10-27,biography,6.6,20000000,9479390,9985316,Oct,-0.5007342,9.99,20.0,Moderate Budget,Moderate Rating,Low ROI
116,Coco,2017-10-27,horror,7.4,175000000,210460015,797660271,Oct,3.5580586914285712,797.66,175.0,High Budget,High Rating,High ROI
115,Coco,2017-10-27,adventure,8.4,175000000,210460015,797660271,Oct,3.5580586914285712,797.66,175.0,High Budget,High Rating,High ROI
3157,Jigsaw,2017-10-27,crime,5.7,10000000,38052832,104223315,Oct,9.4223315,104.22,10.0,Low Budget,Low Rating,High ROI
1903,A Bad Moms Christmas,2017-11-01,comedy,5.6,28000000,72110659,127710550,Nov,3.5610910714285713,127.71,28.0,Moderate Budget,Low Rating,High ROI
956,Murder on the Orient Express,2017-11-03,crime,6.5,55000000,102826543,351767147,Nov,5.395766309090909,351.77,55.0,High Budget,Moderate Rating,High ROI
3152,Lady Bird,2017-11-03,comedy,7.4,10000000,48958273,80120944,Nov,7.0120944,80.12,10.0,Low Budget,High Rating,High ROI
3000,"Three Billboards Outside Ebbing, Missouri",2017-11-10,comedy,8.1,12000000,54513740,161158351,Nov,12.429862583333334,161.16,12.0,Low Budget,High Rating,High ROI
5,Justice League,2017-11-13,action,6.1,300000000,229024295,655945209,Nov,1.18648403,655.95,300.0,High Budget,Moderate Rating,Moderate ROI
2343,The Star,2017-11-15,adventure,6.2,20000000,40847995,62634998,Nov,2.1317499,62.63,20.0,Moderate Budget,Moderate Rating,High ROI
2249,"Roman J. Israel, Esq.",2017-11-17,crime,6.5,22000000,11962712,12967012,Nov,-0.41059036363636364,12.97,22.0,Moderate Budget,Moderate Rating,Low ROI
1753,Darkest Hour,2017-11-22,biography,7.4,30000000,56443120,150807630,Nov,4.026921,150.81,30.0,Moderate Budget,High Rating,High ROI
3192,The Disaster Artist,2017-12-01,biography,7.3,10000000,21120616,28717667,Dec,1.8717667,28.72,10.0,Low Budget,High Rating,Moderate ROI
2490,The Shape of Water,2017-12-01,drama,7.3,19500000,63859435,195790794,Dec,9.040553538461538,195.79,19.5,Moderate Budget,High Rating,High ROI
314,Ferdinand,2017-12-08,adventure,6.7,111000000,84410380,288510892,Dec,1.5991972252252251,288.51,111.0,High Budget,Moderate Rating,Moderate ROI
3099,"I, Tonya",2017-12-08,biography,7.5,11000000,30014534,53797409,Dec,3.8906735454545456,53.8,11.0,Low Budget,High Rating,High ROI
2253,Just Getting Started,2017-12-08,comedy,4.5,22000000,6069605,6756412,Dec,-0.6928903636363636,6.76,22.0,Moderate Budget,Low Rating,Low ROI
519,The Greatest Showman,2017-12-11,biography,7.5,84000000,174340174,431548346,Dec,4.137480309523809,431.55,84.0,High Budget,High Rating,High ROI
439,Jumanji: Welcome to the Jungle,2017-12-20,action,6.9,90000000,404508916,961632807,Dec,9.684808966666667,961.63,90.0,High Budget,High Rating,High ROI
1190,Pitch Perfect 3,2017-12-21,comedy,5.8,45000000,104897530,185736412,Dec,3.1274758222222223,185.74,45.0,High Budget,Low Rating,High ROI
2087,Father Figures,2017-12-22,comedy,5.5,25000000,17501244,21038441,Dec,-0.15846236,21.04,25.0,Moderate Budget,Low Rating,Low ROI
1051,The Post,2017-12-22,biography,7.2,50000000,81903458,179769457,Dec,2.59538914,179.77,50.0,High Budget,High Rating,High ROI
1101,Hostiles,2017-12-22,drama,7.2,50000000,29819114,36976336,Dec,-0.26047328,36.98,50.0,High Budget,High Rating,Low ROI
743,Downsizing,2017-12-22,drama,5.8,68000000,24449754,54462971,Dec,-0.19907395588235294,54.46,68.0,High Budget,Low Rating,Low ROI
1112,All the Money in the World,2017-12-25,biography,6.8,50000000,25106325,56890649,Dec,0.13781298,56.89,50.0,High Budget,Moderate Rating,Low ROI
1602,Phantom Thread,2017-12-25,drama,7.4,35000000,21198205,47740743,Dec,0.36402122857142855,47.74,35.0,Moderate Budget,High Rating,Moderate ROI
3145,Insidious: The Last Key,2018-01-03,horror,5.7,10000000,67745330,172811971,Jan,16.2811971,172.81,10.0,Low Budget,Low Rating,High ROI
1817,Proud Mary,2018-01-10,action,5.0,30000000,20868638,21709539,Jan,-0.2763487,21.71,30.0,Moderate Budget,Low Rating,Low ROI
1379,The Commuter,2018-01-11,action,6.3,40000000,36343858,118509836,Jan,1.9627459,118.51,40.0,Moderate Budget,Moderate Rating,Moderate ROI
1560,12 Strong,2018-01-16,action,6.5,35000000,45819713,71118378,Jan,1.0319536571428571,71.12,35.0,Moderate Budget,Moderate Rating,Moderate ROI
818,Maze Runner: The Death Cure,2018-01-17,action,6.2,61000000,58032443,265878536,Jan,3.358664524590164,265.88,61.0,High Budget,Moderate Rating,High ROI
3875,Forever My Girl,2018-01-19,comedy,6.6,3500000,16376066,16376066,Jan,3.678876,16.38,3.5,Low Budget,Moderate Rating,High ROI
1773,Den of Thieves,2018-01-19,action,7.0,30000000,44947622,80147166,Jan,1.6715722,80.15,30.0,Moderate Budget,High Rating,Moderate ROI
1135,Early Man,2018-01-26,adventure,6.1,50000000,8267544,45285890,Jan,-0.0942822,45.29,50.0,High Budget,Moderate Rating,Low ROI
3871,Winchester,2018-02-02,drama,5.4,3500000,25091816,45960255,Feb,12.131501428571429,45.96,3.5,Low Budget,Low Rating,High ROI
958,Fifty Shades Freed,2018-02-07,drama,4.5,55000000,100407760,371985018,Feb,5.763363963636364,371.99,55.0,High Budget,Low Rating,High ROI
1042,Peter Rabbit,2018-02-08,adventure,6.6,50000000,115234093,346727372,Feb,5.93454744,346.73,50.0,High Budget,Moderate Rating,High ROI
1792,The 15:17 to Paris,2018-02-09,biography,5.3,30000000,36276286,56096200,Feb,0.8698733333333334,56.1,30.0,Moderate Budget,Low Rating,Moderate ROI
42,Black Panther,2018-02-13,action,7.3,200000000,700059566,1336494320,Feb,5.6824716,1336.49,200.0,High Budget,High Rating,High ROI
989,Annihilation,2018-02-23,adventure,6.8,55000000,32732301,43070915,Feb,-0.21689245454545455,43.07,55.0,High Budget,Moderate Rating,Low ROI
1499,Game Night,2018-02-23,action,6.9,37000000,69179066,117378084,Feb,2.1723806486486485,117.38,37.0,Moderate Budget,High Rating,High ROI
3760,Every Day,2018-02-23,drama,6.4,4900000,6112914,12826031,Feb,1.6175573469387756,12.83,4.9,Low Budget,Moderate Rating,Moderate ROI
732,Red Sparrow,2018-02-28,action,6.6,69000000,46874505,145951861,Feb,1.1152443623188406,145.95,69.0,High Budget,Moderate Rating,Moderate ROI
1442,The Hurricane Heist,2018-03-02,action,5.1,40000000,6115824,33222314,Mar,-0.16944215,33.22,40.0,Moderate Budget,Low Rating,Low ROI
1798,Death Wish,2018-03-02,action,6.3,30000000,34017028,48575965,Mar,0.6191988333333334,48.58,30.0,Moderate Budget,Moderate Rating,Moderate ROI
467,Tomb Raider,2018-03-06,action,6.3,90000000,58250803,273477501,Mar,2.0386389,273.48,90.0,High Budget,Moderate Rating,Moderate ROI
3675,The Strangers: Prey at Night,2018-03-09,horror,5.2,5000000,24431472,32144262,Mar,5.4288524,32.14,5.0,Low Budget,Low Rating,High ROI
354,A Wrinkle in Time,2018-03-09,adventure,4.2,103000000,100478608,133214549,Mar,0.2933451359223301,133.21,103.0,High Budget,Low Rating,Moderate ROI
921,Sherlock Gnomes,2018-03-15,adventure,5.2,59000000,43242871,97459106,Mar,0.6518492542372881,97.46,59.0,High Budget,Low Rating,Moderate ROI
3466,I Can Only Imagine,2018-03-16,biography,7.3,7000000,83482352,85783567,Mar,11.254795285714286,85.78,7.0,Low Budget,High Rating,High ROI
3154,"Love, Simon",2018-03-16,comedy,7.5,10000000,40826341,65520633,Mar,5.5520633,65.52,10.0,Low Budget,High Rating,High ROI
164,Pacific Rim: Uprising,2018-03-16,action,5.6,155000000,59874525,290930148,Mar,0.8769686967741935,290.93,155.0,High Budget,Low Rating,Moderate ROI
191,Ready Player One,2018-03-20,action,7.4,150000000,137690172,579055653,Mar,2.86037102,579.06,150.0,High Budget,High Rating,High ROI
3989,Midnight Sun,2018-03-22,drama,6.6,2800000,9561064,26952508,Mar,8.625895714285715,26.95,2.8,Low Budget,Moderate Rating,High ROI
3688,"Paul, Apostle of Christ",2018-03-22,adventure,6.6,5000000,17547999,26078500,Mar,4.2157,26.08,5.0,Low Budget,Moderate Rating,High ROI
4121,Unsane,2018-03-22,drama,6.4,1500000,7690044,14296709,Mar,8.531139333333334,14.3,1.5,Low Budget,Moderate Rating,High ROI
2339,Acrimony,2018-03-29,horror,5.8,20000000,43549096,46627836,Mar,1.3313918,46.63,20.0,Moderate Budget,Low Rating,Moderate ROI
2263,Blockers,2018-03-29,comedy,6.2,21000000,60311495,94523781,Mar,3.5011324285714287,94.52,21.0,Moderate Budget,Moderate Rating,High ROI
2611,A Quiet Place,2018-04-04,drama,7.5,17000000,188024361,334876670,Apr,18.698627647058824,334.88,17.0,Moderate Budget,High Rating,High ROI
298,Rampage,2018-04-09,action,6.1,120000000,101028233,427947217,Apr,2.5662268083333335,427.95,120.0,High Budget,Moderate Rating,High ROI
3868,Truth or Dare,2018-04-12,comedy,4.0,3500000,41411015,95292744,Apr,26.226498285714285,95.29,3.5,Low Budget,Low Rating,High ROI
3867,Truth or Dare,2018-04-12,horror,5.2,3500000,41411015,95292744,Apr,26.226498285714285,95.29,3.5,Low Budget,Low Rating,High ROI
2963,The Happy Prince,2018-04-12,biography,6.2,13000000,464495,2394619,Apr,-0.8157985384615385,2.39,13.0,Low Budget,Moderate Rating,Low ROI
2135,Sgt. Stubby: An American Hero,2018-04-13,adventure,6.9,25000000,3054285,3823620,Apr,-0.8470552,3.82,25.0,Moderate Budget,High Rating,Low ROI
3820,Traffik,2018-04-20,action,5.9,4000000,9186156,9561231,Apr,1.39030775,9.56,4.0,Low Budget,Low Rating,Moderate ROI
2904,Super Troopers 2,2018-04-20,comedy,6.0,13500000,30617396,31966740,Apr,1.3679066666666666,31.97,13.5,Low Budget,Low Rating,Moderate ROI
1681,I Feel Pretty,2018-04-20,comedy,5.6,32000000,48795601,91444095,Apr,1.85762796875,91.44,32.0,Moderate Budget,Low Rating,Moderate ROI
4,Avengers: Infinity War,2018-04-25,action,8.4,300000000,678815482,2048359754,Apr,5.827865846666667,2048.36,300.0,High Budget,High Rating,High ROI
3002,Overboard,2018-05-04,comedy,6.0,12000000,50316123,91244913,May,6.60374275,91.24,12.0,Low Budget,Low Rating,High ROI
3556,Breaking In,2018-05-09,action,5.5,6000000,46840590,51485382,May,7.580897,51.49,6.0,Low Budget,Low Rating,High ROI
1755,Life of the Party,2018-05-10,comedy,7.1,30000000,53059911,65859911,May,1.1953303666666666,65.86,30.0,Moderate Budget,High Rating,Moderate ROI
1756,Life of the Party,2018-05-10,comedy,5.6,30000000,53059911,65859911,May,1.1953303666666666,65.86,30.0,Moderate Budget,Low Rating,Moderate ROI
4289,Higher Power,2018-05-11,action,4.4,500000,528,528,May,-0.998944,0.0,0.5,Low Budget,Low Rating,Low ROI
315,Deadpool 2,2018-05-11,action,7.7,110000000,324591735,786362370,May,6.148748818181819,786.36,110.0,High Budget,High Rating,High ROI
3633,Show Dogs,2018-05-11,adventure,3.9,5500000,17744685,40014998,May,6.275454181818182,40.01,5.5,Low Budget,Low Rating,High ROI
3174,Slender Man,2018-05-18,horror,3.2,10000000,30564825,51945949,May,4.1945949,51.95,10.0,Low Budget,Low Rating,High ROI
3144,Book Club,2018-05-18,comedy,6.1,10000000,68566296,106256217,May,9.6256217,106.26,10.0,Low Budget,Moderate Rating,High ROI
7,Solo: A Star Wars Story,2018-05-23,action,6.9,275000000,213767512,393151347,May,0.4296412618181818,393.15,275.0,High Budget,High Rating,Moderate ROI
3933,Upgrade,2018-06-01,action,7.5,3000000,11977130,16976561,Jun,4.6588536666666664,16.98,3.0,Low Budget,High Rating,High ROI
2516,Action Point,2018-06-01,comedy,5.1,19000000,5059608,5103675,Jun,-0.7313855263157895,5.1,19.0,Moderate Budget,Low Rating,Low ROI
3153,Hereditary,2018-06-01,drama,7.3,10000000,44069456,81263489,Jun,7.1263489,81.26,10.0,Low Budget,High Rating,High ROI
1583,Adrift,2018-06-01,action,6.6,35000000,31445011,57897191,Jun,0.6542054571428572,57.9,35.0,Moderate Budget,Moderate Rating,Moderate ROI
128,Jurassic World: Fallen Kingdom,2018-06-06,action,6.1,170000000,417719760,1308323302,Jun,6.696019423529412,1308.32,170.0,High Budget,Moderate Rating,High ROI
2826,Hotel Artemis,2018-06-07,action,6.1,15000000,6708137,13316627,Jun,-0.11222486666666667,13.32,15.0,Low Budget,Moderate Rating,Low ROI
4067,Hearts Beat Loud,2018-06-08,comedy,6.9,2000000,2386254,2469510,Jun,0.234755,2.47,2.0,Low Budget,High Rating,Moderate ROI
44,Incredibles 2,2018-06-15,action,7.6,200000000,608581744,1242805359,Jun,5.214026795,1242.81,200.0,High Budget,High Rating,High ROI
3253,Gotti,2018-06-15,biography,4.7,10000000,4286367,6601992,Jun,-0.3398008,6.6,10.0,Low Budget,Low Rating,Low ROI
1913,Tag,2018-06-15,action,6.5,28000000,54730625,77024944,Jun,1.7508908571428572,77.02,28.0,Moderate Budget,Moderate Rating,Moderate ROI
759,Hotel Transylvania 3: Summer Vacation,2018-06-22,adventure,6.3,65000000,167500092,527706567,Jun,7.118562569230769,527.71,65.0,High Budget,Moderate Rating,High ROI
1556,Sicario: Day of the Soldado,2018-06-25,action,7.0,35000000,50065850,76346094,Jun,1.1813169714285714,76.35,35.0,Moderate Budget,High Rating,Moderate ROI
2547,Uncle Drew,2018-06-27,comedy,5.7,18000000,42469946,46594261,Jun,1.5885700555555555,46.59,18.0,Moderate Budget,Low Rating,Moderate ROI
253,Ant-Man and the Wasp,2018-07-03,action,7.0,130000000,216648740,623144660,Jul,3.7934204615384615,623.14,130.0,High Budget,High Rating,High ROI
2914,The First Purge,2018-07-04,action,5.2,13000000,69488745,137054597,Jul,9.542661307692308,137.05,13.0,Low Budget,Low Rating,High ROI
286,Skyscraper,2018-07-05,action,5.8,125000000,68420120,304858121,Jul,1.438864968,304.86,125.0,High Budget,Low Rating,Moderate ROI
3903,Sorry to Bother You,2018-07-06,comedy,6.9,3200000,17493096,18285560,Jul,4.7142375,18.29,3.2,Low Budget,High Rating,High ROI
4044,Eighth Grade,2018-07-13,comedy,7.4,2000000,13539710,14348020,Jul,6.17401,14.35,2.0,Low Budget,High Rating,High ROI
606,The Equalizer 2,2018-07-18,action,6.7,77000000,102084362,190376181,Jul,1.4724179350649351,190.38,77.0,High Budget,Moderate Rating,Moderate ROI
4187,Unfriended: Dark Web,2018-07-19,horror,6.0,1000000,8866745,16434588,Jul,15.434588,16.43,1.0,Low Budget,Low Rating,High ROI
4230,The Miseducation of Cameron Post,2018-07-20,comedy,6.6,900000,905111,2019874,Jul,1.2443044444444444,2.02,0.9,Low Budget,Moderate Rating,Moderate ROI
2215,The Nun,2018-07-27,horror,5.3,22000000,117450119,363391647,Jul,15.517802136363636,363.39,22.0,Moderate Budget,Low Rating,High ROI
1383,The Spy Who Dumped Me,2018-08-01,action,6.0,40000000,33562069,78998245,Aug,0.974956125,79.0,40.0,Moderate Budget,Low Rating,Moderate ROI
1649,The Darkest Minds,2018-08-03,action,5.7,34000000,12695691,38361428,Aug,0.12827729411764707,38.36,34.0,Moderate Budget,Low Rating,Low ROI
628,Christopher Robin,2018-08-03,adventure,7.2,75000000,99215042,197744377,Aug,1.6365916933333333,197.74,75.0,High Budget,High Rating,Moderate ROI
3243,Dog Days,2018-08-08,drama,6.5,10000000,6809080,8196226,Aug,-0.1803774,8.2,10.0,Low Budget,Moderate Rating,Low ROI
3242,Dog Days,2018-08-08,comedy,6.2,10000000,6809080,8196226,Aug,-0.1803774,8.2,10.0,Low Budget,Moderate Rating,Low ROI
